Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
29 03 2018 22:00;317;2,035;0;0;0;;;
29 03 2018 22:10;146;1,679;0;0;0;;;
29 03 2018 22:20;22;1,36;0;0;0;;;
29 03 2018 22:30;328;2,151;0;0;0;;;
29 03 2018 22:40;325;1,841;0;0;0;;;
29 03 2018 22:50;324;2,46;0;0;0;;;
29 03 2018 23:00;32;3,087;194;0;0;;;
29 03 2018 23:10;324;3,166;235;0;0;;;
29 03 2018 23:20;332;2,744;0;0;0;;;
29 03 2018 23:30;335;3,065;184;0;0;;;
29 03 2018 23:40;325;3,519;541;0;0;;;
29 03 2018 23:50;316;3,024;168;0;0;;;
30 03 2018 00:00;316;3,432;448;0;0;;;
30 03 2018 00:10;319;3,455;471;138,35;0;;;
30 03 2018 00:20;32;3,107;20;#VÆRDI!;0;;;
30 03 2018 00:30;303;2,482;0;0;0;;;
30 03 2018 00:40;304;2,101;0;0;0;;;
30 03 2018 00:50;340;2,529;0;0;0;;;
30 03 2018 01:00;339;0,026;0;0;0;;;
30 03 2018 01:10;334;2,415;0;0;0;;;
30 03 2018 01:20;323;1,939;0;0;0;;;
30 03 2018 01:30;324;2,284;0;0;0;;;
30 03 2018 01:40;300;1,813;0;0;0;;;
30 03 2018 01:50;312;1,226;0;0;0;;;
30 03 2018 02:00;336;1,633;0;0;0;;;
30 03 2018 02:10;346;1,783;0;0;0;;;
30 03 2018 02:20;356;1,876;0;0;0;;;
30 03 2018 02:30;348;1,471;0;0;0;;;
30 03 2018 02:40;319;#VÆRDI!;0;0;0;;;
30 03 2018 02:50;319;#VÆRDI!;0;0;0;;;
30 03 2018 03:00;338;#VÆRDI!;0;0;0;;;
30 03 2018 03:10;332;#VÆRDI!;0;0;0;;;
30 03 2018 03:20;300;1,092;0;0;0;;;
30 03 2018 03:30;294;1,466;0;0;0;;;
30 03 2018 03:40;288;2,48;0;0;0;;;
30 03 2018 03:50;289;2,914;0;0;0;;;
30 03 2018 04:00;293;3,05;18;0;0;;;
30 03 2018 04:10;292;3,133;22;0;0;;;
30 03 2018 04:20;301;3,245;29;0;0;;;
30 03 2018 04:30;322;3,707;786;234,94;0;;;
30 03 2018 04:40;329;3,18;244;193,36;0;;;
30 03 2018 04:50;33;2,002;0;0;0;;;
30 03 2018 05:00;340;2,072;0;0;0;;;
30 03 2018 05:10;345;2,14;0;0;0;;;
30 03 2018 05:20;348;2,117;0;0;0;;;
30 03 2018 05:30;295;1,66;0;0;0;;;
30 03 2018 05:40;359;1,438;0;0;0;;;
30 03 2018 05:50;106;0,151;0;0;0;;;
30 03 2018 06:00;295;1,338;0;0;0;;;
30 03 2018 06:10;226;2,447;0;0;0;;;
30 03 2018 06:20;141;2,067;0;0;0;;;
30 03 2018 06:30;240;1,88;0;0;0;;;
30 03 2018 06:40;5;2,167;0;0;0;;;
30 03 2018 06:50;353;1,373;0;0;0;;;
30 03 2018 07:00;249;2,471;0;0;0;;;
30 03 2018 07:10;93;1,017;0;0;0;;;
30 03 2018 07:20;15;1,839;0;0;0;;;
30 03 2018 07:30;197;2,151;0;0;0;;;
30 03 2018 07:40;182;1,754;0;0;0;;;
30 03 2018 07:50;188;2,223;0;0;0;;;
30 03 2018 08:00;146;1,989;0;0;0;;;
30 03 2018 08:10;115;1,644;0;0;0;;;
30 03 2018 08:20;249;1,766;0;0;0;;;
30 03 2018 08:30;76;1,953;0;0;0;;;
30 03 2018 08:40;358;2,259;0;0;0;;;
30 03 2018 08:50;275;1,823;0;0;0;;;
30 03 2018 09:00;264;2,451;0;0;0;;;
30 03 2018 09:10;35;2,023;0;0;0;;;
30 03 2018 09:20;151;1,87;0;0;0;;;
30 03 2018 09:30;343;0,002;0;0;0;;;
30 03 2018 09:40;36;1,981;0;0;0;;;
30 03 2018 09:50;317;1,89;0;0;0;;;
30 03 2018 10:00;346;1,417;0;0;0;;;
30 03 2018 10:10;#VÆRDI!;1,306;0;0;0;;;
30 03 2018 10:20;350;2,076;0;0;0;;;
30 03 2018 10:30;200;2,296;0;0;0;;;
30 03 2018 10:40;360;0,151;0;0;0;;;
30 03 2018 10:50;335;1,535;0;0;0;;;
30 03 2018 11:00;353;1,369;0;0;0;;;
30 03 2018 11:10;338;1,346;0;0;0;;;
30 03 2018 11:20;35;1,196;0;0;0;;;
30 03 2018 11:30;336;1,317;0;0;0;;;
30 03 2018 11:40;341;1,114;0;0;0;;;
30 03 2018 11:50;350;1,46;0;0;0;;;
30 03 2018 12:00;354;#VÆRDI!;0;0;0;;;
30 03 2018 12:10;332;1,022;0;0;0;;;
30 03 2018 12:20;199;#VÆRDI!;0;0;0;;;
30 03 2018 12:30;314;#VÆRDI!;0;0;0;;;
30 03 2018 12:40;313;#VÆRDI!;0;0;0;;;
30 03 2018 12:50;296;1,042;0;0;0;;;
30 03 2018 13:00;245;1,297;0;0;0;;;
30 03 2018 13:10;259;1,015;0;0;0;;;
30 03 2018 13:20;276;#VÆRDI!;0;0;0;;;
30 03 2018 13:30;25;3,067;185;0;0;;;
30 03 2018 13:40;260;1,717;0;0;0;;;
30 03 2018 13:50;233;2,77;0;0;0;;;
30 03 2018 14:00;232;2,34;0;0;0;;;
30 03 2018 14:10;23;2,603;0;0;0;;;
30 03 2018 14:20;235;2,247;0;0;0;;;
30 03 2018 14:30;222;2,913;0;0;0;;;
30 03 2018 14:40;217;2,96;0;0;0;;;
30 03 2018 14:50;207;3,522;545;0;0;;;
30 03 2018 15:00;215;2,65;0;0;0;;;
30 03 2018 15:10;22;2,584;0;0;0;;;
30 03 2018 15:20;199;2,494;0;0;0;;;
30 03 2018 15:30;222;2,079;0;0;0;;;
30 03 2018 15:40;230;0,275;0;0;0;;;
30 03 2018 15:50;229;2,841;0;0;0;;;
30 03 2018 16:00;204;2,518;0;0;0;;;
30 03 2018 16:10;210;2,546;0;0;0;;;
30 03 2018 16:20;222;2,396;0;0;0;;;
30 03 2018 16:30;201;0,256;0;0;0;;;
30 03 2018 16:40;227;2,387;0;0;0;;;
30 03 2018 16:50;237;3,39;406;0;0;;;
30 03 2018 17:00;238;3,47;487;197,17;0;;;
30 03 2018 17:10;225;3,847;100;100,78;0;;;
30 03 2018 17:20;22;4,593;242;238,32;0;;;
30 03 2018 17:30;216;5,145;373;328,94;0;;;
30 03 2018 17:40;216;5,333;422;335,6;0;;;
30 03 2018 17:50;223;4,733;273;246,08;0;;;
30 03 2018 18:00;231;0,454;231;212,72;0;;;
30 03 2018 18:10;238;4,22;16;153,33;0;;;
30 03 2018 18:20;242;3,922;114;100,05;0;;;
30 03 2018 18:30;242;4,497;22;190,75;0;;;
30 03 2018 18:40;240;4,552;233;1,93;0;;;
30 03 2018 18:50;233;0,422;165;131,7;0;;;
30 03 2018 19:00;231;4,103;14;123,18;0;;;
30 03 2018 19:10;239;4,98;331;262,96;0;;;
30 03 2018 19:20;230;4,517;226;190;0;;;
30 03 2018 19:30;234;4,287;178;165,81;0;;;
30 03 2018 19:40;231;5,166;378;329,16;0;;;
30 03 2018 19:50;230;5,682;523;422,34;0;;;
30 03 2018 20:00;230;5,465;459;352,96;0;;;
30 03 2018 20:10;226;0,559;496;340,51;0;;;
30 03 2018 20:20;231;0,614;672;533,39;0;;;
30 03 2018 20:30;232;5,823;567;431,2;0;;;
30 03 2018 20:40;232;4,978;3;255,9;0;;;
30 03 2018 20:50;228;4,411;203;146,89;0;;;
30 03 2018 21:00;228;4,436;209;141,2;0;;;
30 03 2018 21:10;233;4,208;163;11,42;0;;;
30 03 2018 21:20;237;4,092;140;887,12;0;;;
30 03 2018 21:30;234;4,483;218;144,17;0;;;
30 03 2018 21:40;223;4,887;309;197,06;0;;;
30 03 2018 21:50;216;5,284;409;292,18;0;;;
30 03 2018 22:00;21;5,629;51;377,27;0;;;
30 03 2018 22:10;212;5,613;502;369,73;0;;;
30 03 2018 22:20;212;6,29;726;536,88;0;;;
30 03 2018 22:30;214;6,585;839;641,73;0;;;
30 03 2018 22:40;211;6,691;88;724,3;0;;;
30 03 2018 22:50;21;6,862;955;853,92;0;;;
30 03 2018 23:00;208;7,069;105;918,67;0;;;
30 03 2018 23:10;204;7,625;132;107,86;0;;;
30 03 2018 23:20;198;7,839;144;109,02;0;;;
30 03 2018 23:30;196;7,039;103;0;0;;;
30 03 2018 23:40;196;7,153;109;990,22;0;;;
30 03 2018 23:50;198;7,169;109;964,52;0;;;
31 03 2018 00:00;201;6,757;910;760,26;0;;;
31 03 2018 00:10;20;6,899;97;808,2;0;;;
31 03 2018 00:20;200;6,823;938;770,3;0;;;
31 03 2018 00:30;199;6,781;920;75,14;0;;;
31 03 2018 00:40;199;6,792;925;761,13;0;;;
31 03 2018 00:50;199;6,86;954;802,73;0;;;
31 03 2018 01:00;199;6,94;989;811,33;0;;;
31 03 2018 01:10;201;6,616;852;684,04;0;;;
31 03 2018 01:20;20;7,072;105;882,27;0;;;
31 03 2018 01:30;196;7,167;109;912,71;0;;;
31 03 2018 01:40;197;7,383;120;103,27;0;;;
31 03 2018 01:50;20;7,962;151;126,17;0;;;
31 03 2018 02:00;20;0,83;171;136,44;0;;;
31 03 2018 02:10;199;8,247;167;139,09;0;;;
31 03 2018 02:20;197;8,044;156;124,43;0;;;
31 03 2018 02:30;198;7,887;15;126,31;0;;;
31 03 2018 02:40;199;8,302;171;146,83;0;;;
31 03 2018 02:50;201;8,871;206;171,19;0;;;
31 03 2018 03:00;202;9,554;248;20,21;0;;;
31 03 2018 03:10;204;1,041;302;240,8;0;;;
31 03 2018 03:20;203;1,082;321;270,22;0;;;
31 03 2018 03:30;20;1,036;300;257,23;0;;;
31 03 2018 03:40;201;1,03;296;252,25;0;;;
31 03 2018 03:50;197;1,008;284;23,27;0;;;
31 03 2018 04:00;193;1,025;294;22,07;0;;;
31 03 2018 04:10;193;0,106;309;239,74;0;;;
31 03 2018 04:20;20;0,115;342;298,78;0;;;
31 03 2018 04:30;196;0,116;344;318,25;0;;;
31 03 2018 04:40;195;1,146;341;313,78;0;;;
31 03 2018 04:50;193;1,085;322;274,42;0;;;
31 03 2018 05:00;189;1,027;295;241,41;0;;;
31 03 2018 05:10;189;1,019;291;242,66;0;;;
31 03 2018 05:20;191;1,011;286;235,93;0;;;
31 03 2018 05:30;190;9,889;27;23,24;0;;;
31 03 2018 05:40;188;8,874;206;190,87;0;;;
31 03 2018 05:50;189;8,76;199;183,58;0;;;
31 03 2018 06:00;190;9,05;22;192,01;0;;;
31 03 2018 06:10;188;9,096;221;199,12;0;;;
31 03 2018 06:20;186;8,868;206;17,83;0;;;
31 03 2018 06:30;186;8,19;164;149,02;0;;;
31 03 2018 06:40;188;8,168;163;152,61;0;;;
31 03 2018 06:50;184;8,929;210;183,68;0;;;
31 03 2018 07:00;18;7,923;149;14,52;0;;;
31 03 2018 07:10;180;7,419;122;120,31;0;;;
31 03 2018 07:20;184;6,48;798;831,96;0;;;
31 03 2018 07:30;19;0,777;140;130,07;0;;;
31 03 2018 07:40;190;0,682;939;853,15;0;;;
31 03 2018 07:50;19;7,246;113;0,11;0;;;
31 03 2018 08:00;186;7,115;107;101,5;0;;;
31 03 2018 08:10;179;6,145;674;687,85;0;;;
31 03 2018 08:20;183;5,955;610;660,68;0;;;
31 03 2018 08:30;187;6,513;811;794,43;0;;;
31 03 2018 08:40;190;6,593;843;828,89;0;;;
31 03 2018 08:50;195;5,329;421;493,84;0;;;
31 03 2018 09:00;191;5,68;522;508,42;0;;;
31 03 2018 09:10;194;5,329;421;411,32;0;;;
31 03 2018 09:20;194;0,643;778;692,33;0;;;
31 03 2018 09:30;188;6,313;735;710,64;0;;;
31 03 2018 09:40;0;4,411;203;233,09;0;;;
31 03 2018 09:50;190;5,135;37;46,04;0;;;
31 03 2018 10:00;195;5,951;61;579,98;0;;;
31 03 2018 10:10;20;4,811;291;395,95;0;;;
31 03 2018 10:20;204;4,269;175;227,25;0;;;
31 03 2018 10:30;193;0,468;262;307,95;0;;;
31 03 2018 10:40;189;6,489;802;800,32;0;;;
31 03 2018 10:50;19;6,604;847;861,24;0;;;
31 03 2018 11:00;200;5,848;575;531,78;0;;;
31 03 2018 11:10;199;5,432;450;484,02;0;;;
31 03 2018 11:20;198;5,126;368;394,51;0;;;
31 03 2018 11:30;198;4,655;256;305,63;0;;;
31 03 2018 11:40;205;0,479;285;300,09;0;;;
31 03 2018 11:50;206;4,676;260;274,98;0;;;
31 03 2018 12:00;214;5,405;442;408,59;0;;;
31 03 2018 12:10;217;5,303;414;380,6;0;;;
31 03 2018 12:20;212;4,739;274;285,49;0;;;
31 03 2018 12:30;208;6,014;629;552,28;0;;;
31 03 2018 12:40;203;6,333;742;653,02;0;;;
31 03 2018 12:50;200;5,69;525;441,1;0;;;
31 03 2018 13:00;197;6,65;87;776,18;0;;;
31 03 2018 13:10;194;6,582;838;828,72;0;;;
31 03 2018 13:20;196;7,2;111;112,45;0;;;
31 03 2018 13:30;196;7,55;128;125,63;0;;;
31 03 2018 13:40;195;7,127;107;109,46;0;;;
31 03 2018 13:50;197;7,515;127;13,02;0;;;
31 03 2018 14:00;194;7,759;139;144,51;0;;;
31 03 2018 14:10;199;7,719;137;137,88;0;;;
31 03 2018 14:20;200;7,353;118;12,41;0;;;
31 03 2018 14:30;205;6,651;866;882,66;0;;;
31 03 2018 14:40;205;7,509;126;118,63;0;;;
31 03 2018 14:50;203;8,923;209;192,01;0;;;
31 03 2018 15:00;198;8,97;21;197,48;0;;;
31 03 2018 15:10;204;9,379;239;220,67;0;;;
31 03 2018 15:20;203;8,846;205;196,19;0;;;
31 03 2018 15:30;202;1,032;298;266,96;0;;;
31 03 2018 15:40;197;1,01;285;259,59;0;;;
31 03 2018 15:50;197;1,147;341;0,31;0;;;
31 03 2018 16:00;193;1,18;35;327,8;0;;;
31 03 2018 16:10;194;1,271;359;355,13;0;;;
31 03 2018 16:20;196;1,253;358;0;0;;;
31 03 2018 16:30;196;1,372;0;360,39;0;;;
31 03 2018 16:40;201;1,482;0;360,4;0;;;
31 03 2018 16:50;198;0,158;0;360,38;0;;;
31 03 2018 17:00;196;0,171;0;360,4;0;;;
31 03 2018 17:10;200;1,733;0;360,39;0;;;
31 03 2018 17:20;199;1,737;0;360,42;0;;;
31 03 2018 17:30;20;0,179;0;360,38;0;;;
31 03 2018 17:40;20;0,176;0;360,41;0;;;
31 03 2018 17:50;20;1,742;0;360,42;0;;;
31 03 2018 18:00;196;1,663;0;360,42;0;;;
31 03 2018 18:10;192;1,67;0;36,04;0;;;
31 03 2018 18:20;19;1,637;0;36,04;0;;;
31 03 2018 18:30;191;0,158;0;360,4;0;;;
31 03 2018 18:40;188;1,622;0;360,43;0;;;
31 03 2018 18:50;192;1,525;0;36,04;0;;;
31 03 2018 19:00;187;1,417;0;360,42;0;;;
31 03 2018 19:10;184;0,015;0;360,44;0;;;
31 03 2018 19:20;18;1,592;0;360,42;0;;;
31 03 2018 19:30;186;1,699;0;360,4;0;;;
31 03 2018 19:40;190;1,706;0;0,36;0;;;
31 03 2018 19:50;193;1,753;0;360,37;0;;;
31 03 2018 20:00;194;1,724;0;360,38;0;;;
31 03 2018 20:10;194;1,71;0;36,04;0;;;
31 03 2018 20:20;190;1,706;0;360,4;0;;;
31 03 2018 20:30;188;1,715;0;360,41;0;;;
31 03 2018 20:40;186;1,728;0;360,39;0;;;
31 03 2018 20:50;185;1,753;0;360,38;0;;;
31 03 2018 21:00;185;1,718;0;360,41;0;;;
31 03 2018 21:10;191;1,708;0;0,04;0;;;
31 03 2018 21:20;193;1,643;0;36,04;0;;;
31 03 2018 21:30;192;1,593;0;360,41;0;;;
31 03 2018 21:40;185;1,64;0;3,6;0;;;
31 03 2018 21:50;19;1,754;0;360,42;0;;;
31 03 2018 22:00;189;1,771;0;360,39;0;;;
31 03 2018 22:10;190;1,755;0;360,39;0;;;
31 03 2018 22:20;194;1,724;0;360,38;0;;;
31 03 2018 22:30;192;1,682;0;360,39;0;;;
31 03 2018 22:40;194;1,622;0;360,4;0;;;
31 03 2018 22:50;192;1,621;0;360,39;0;;;
31 03 2018 23:00;191;1,623;0;360,39;0;;;
31 03 2018 23:10;192;1,736;0;360,39;0;;;
31 03 2018 23:20;191;0,017;0;360,38;0;;;
31 03 2018 23:30;191;1,774;0;360,39;0;;;
31 03 2018 23:40;19;1,791;0;360,39;0;;;
31 03 2018 23:50;19;1,809;0;360,36;0;;;
01 04 2018 00:00;195;1,816;0;360,36;0;;;
01 04 2018 00:10;196;1,816;0;360,32;0;;;
01 04 2018 00:20;193;1,777;0;360,34;0;;;
01 04 2018 00:30;190;1,881;0;360,32;0;;;
01 04 2018 00:40;191;1,896;0;360,3;0;;;
01 04 2018 00:50;192;1,995;0;360,3;0;;;
01 04 2018 01:00;19;2,034;0;360,29;0;;;
01 04 2018 01:10;19;1,947;0;360,31;0;;;
01 04 2018 01:20;188;1,96;0;3,6;0;;;
01 04 2018 01:30;190;1,989;0;360,28;0;;;
01 04 2018 01:40;188;2,001;0;36,03;0;;;
01 04 2018 01:50;188;1,973;0;360,29;0;;;
01 04 2018 02:00;191;2,114;0;3,6;0;;;
01 04 2018 02:10;19;2,1;0;360,31;0;;;
01 04 2018 02:20;192;0,196;0;360,33;0;;;
01 04 2018 02:30;193;1,958;0;360,34;0;;;
01 04 2018 02:40;192;1,865;0;360,32;0;;;
01 04 2018 02:50;189;1,898;0;360,32;0;;;
01 04 2018 03:00;19;1,968;0;360,31;0;;;
01 04 2018 03:10;189;2,006;0;360,31;0;;;
01 04 2018 03:20;188;1,898;0;36,03;0;;;
01 04 2018 03:30;186;1,961;0;360,35;0;;;
01 04 2018 03:40;2;1,935;0;360,35;0;;;
01 04 2018 03:50;184;1,914;0;360,31;0;;;
01 04 2018 04:00;0;0,18;0;360,31;0;;;
01 04 2018 04:10;19;1,946;0;36,03;0;;;
01 04 2018 04:20;183;2,059;0;360,24;0;;;
01 04 2018 04:30;184;2,07;0;360,24;0;;;
01 04 2018 04:40;186;2,085;0;360,25;0;;;
01 04 2018 04:50;186;2,133;0;360,23;0;;;
01 04 2018 05:00;184;0,018;0;360,21;0;;;
01 04 2018 05:10;184;1,77;0;36,02;0;;;
01 04 2018 05:20;18;0,192;0;360,18;0;;;
01 04 2018 05:30;184;2,041;0;36,02;0;;;
01 04 2018 05:40;180;2,055;0;3,6;0;;;
01 04 2018 05:50;178;1,791;0;3,6;0;;;
01 04 2018 06:00;178;1,848;0;36,03;0;;;
01 04 2018 06:10;18;1,719;0;360,27;0;;;
01 04 2018 06:20;180;1,774;0;360,29;0;;;
01 04 2018 06:30;181;1,827;0;360,3;0;;;
01 04 2018 06:40;180;0,186;0;36,03;0;;;
01 04 2018 06:50;183;1,904;0;0;0;;;
01 04 2018 07:00;185;1,906;0;360,25;0;;;
01 04 2018 07:10;183;1,909;0;360,28;0;;;
01 04 2018 07:20;180;1,846;0;36,03;0;;;
01 04 2018 07:30;182;1,855;0;360,28;0;;;
01 04 2018 07:40;181;1,821;0;360,28;0;;;
01 04 2018 07:50;187;1,854;0;0,04;0;;;
01 04 2018 08:00;188;1,746;0;36,03;0;;;
01 04 2018 08:10;186;1,782;0;359,84;0;;;
01 04 2018 08:20;182;1,99;0;36,03;0;;;
01 04 2018 08:30;181;1,94;0;360,29;0;;;
01 04 2018 08:40;181;1,939;0;360,32;0;;;
01 04 2018 08:50;178;1,788;0;360,35;0;;;
01 04 2018 09:00;176;1,791;0;#VÆRDI!;0;;;
01 04 2018 09:10;177;1,711;0;360,32;0;;;
01 04 2018 09:20;184;1,61;0;36,03;0;;;
01 04 2018 09:30;187;0,164;0;359,67;0;;;
01 04 2018 09:40;186;1,554;0;359,3;0;;;
01 04 2018 09:50;189;1,627;0;359,92;0;;;
01 04 2018 10:00;192;1,617;0;357,87;0;;;
01 04 2018 10:10;196;1,816;0;360,33;0;;;
01 04 2018 10:20;193;1,73;0;35,91;0;;;
01 04 2018 10:30;19;1,487;0;352,4;0;;;
01 04 2018 10:40;18;1,354;0;339,15;0;;;
01 04 2018 10:50;19;1,598;0;349,89;0;;;
01 04 2018 11:00;192;1,454;0;357,49;0;;;
01 04 2018 11:10;20;1,479;0;339,1;0;;;
01 04 2018 11:20;202;1,665;0;358,84;0;;;
01 04 2018 11:30;201;1,731;0;360,25;0;;;
01 04 2018 11:40;20;1,906;0;360,36;0;;;
01 04 2018 11:50;200;0,018;0;360,06;0;;;
01 04 2018 12:00;20;1,837;0;360,14;0;;;
01 04 2018 12:10;201;1,869;0;36,03;0;;;
01 04 2018 12:20;202;1,91;0;36,03;0;;;
01 04 2018 12:30;20;0,19;0;360,29;0;;;
01 04 2018 12:40;201;1,84;0;360,32;0;;;
01 04 2018 12:50;198;1,712;0;360,32;0;;;
01 04 2018 13:00;202;1,716;0;359,69;0;;;
01 04 2018 13:10;203;1,647;0;360,36;0;;;
01 04 2018 13:20;204;1,637;0;3,6;0;;;
01 04 2018 13:30;205;1,534;0;359,35;0;;;
01 04 2018 13:40;211;1,521;0;359,27;0;;;
01 04 2018 13:50;215;1,597;0;360,1;0;;;
01 04 2018 14:00;218;1,781;0;360,35;0;;;
01 04 2018 14:10;220;1,724;0;360,36;0;;;
01 04 2018 14:20;222;1,836;0;0,36;0;;;
01 04 2018 14:30;222;1,925;0;360,28;0;;;
01 04 2018 14:40;225;1,873;0;36,03;0;;;
01 04 2018 14:50;221;0,188;0;360,29;0;;;
01 04 2018 15:00;224;1,835;0;36,01;0;;;
01 04 2018 15:10;224;1,858;0;360,29;0;;;
01 04 2018 15:20;226;1,674;0;360,24;0;;;
01 04 2018 15:30;23;1,639;0;0,73;0;;;
01 04 2018 15:40;226;1,588;0;0;0;;;
01 04 2018 15:50;22;1,65;0;0;0;;;
01 04 2018 16:00;226;1,736;0;0;0;;;
01 04 2018 16:10;229;1,444;0;0;0;;;
01 04 2018 16:20;228;1,345;0;0;0;;;
01 04 2018 16:30;231;1,336;0;0;0;;;
01 04 2018 16:40;229;1,469;0;286,97;0;;;
01 04 2018 16:50;227;1,444;0;360,13;0;;;
01 04 2018 17:00;227;1,447;0;358,93;0;;;
01 04 2018 17:10;228;1,392;0;357,05;0;;;
01 04 2018 17:20;229;1,328;0;349,35;0;;;
01 04 2018 17:30;232;1,278;359;340,42;0;;;
01 04 2018 17:40;231;1,311;0;347,02;0;;;
01 04 2018 17:50;235;1,123;335;297,21;0;;;
01 04 2018 18:00;237;1,125;335;295,99;0;;;
01 04 2018 18:10;241;0,112;334;245,52;0;;;
01 04 2018 18:20;250;9,822;268;0;0;;;
01 04 2018 18:30;0;1,146;341;0;0;;;
01 04 2018 18:40;245;1,151;343;0;0;;;
01 04 2018 18:50;257;1,158;344;221,62;0;;;
01 04 2018 19:00;274;1,143;340;183,75;0;;;
01 04 2018 19:10;274;9,853;270;0;0;;;
01 04 2018 19:20;272;8,722;197;0;0;;;
01 04 2018 19:30;274;9,356;24;104,24;0;;;
01 04 2018 19:40;269;9,687;258;23,09;0;;;
01 04 2018 19:50;272;8,903;208;120,52;0;;;
01 04 2018 20:00;276;9,075;219;0;0;;;
01 04 2018 20:10;276;8,837;204;0;0;;;
01 04 2018 20:20;270;8,531;185;922,25;0;;;
01 04 2018 20:30;270;8,702;195;183,02;0;;;
01 04 2018 20:40;28;0,106;313;267,71;0;;;
01 04 2018 20:50;279;1,079;319;275,28;0;;;
01 04 2018 21:00;282;1,128;336;306,6;0;;;
01 04 2018 21:10;27;1,076;318;283,44;0;;;
01 04 2018 21:20;274;0,105;306;2,7;0;;;
01 04 2018 21:30;268;1,073;317;281,43;0;;;
01 04 2018 21:40;268;9,426;242;222,49;0;;;
01 04 2018 21:50;258;0,011;326;334,76;0;;;
01 04 2018 22:00;253;1,069;315;328,31;0;;;
01 04 2018 22:10;268;1,004;282;10,85;0;;;
01 04 2018 22:20;261;9,646;255;257,11;0;;;
01 04 2018 22:30;261;7,352;118;133,8;0;;;
01 04 2018 22:40;261;7,972;151;157,22;0;;;
01 04 2018 22:50;271;7,696;136;137,66;0;;;
01 04 2018 23:00;26;0,555;484;450,99;0;;;
01 04 2018 23:10;246;7,169;109;108,44;0;;;
01 04 2018 23:20;232;6,935;987;0;0;;;
01 04 2018 23:30;220;7,26;114;117,96;0;;;
01 04 2018 23:40;227;7,459;124;13,45;0;;;
01 04 2018 23:50;235;0,692;98;985,55;0;;;
02 04 2018 00:00;240;7,026;103;102,6;0;;;
02 04 2018 00:10;242;5,623;505;493,76;0;;;
02 04 2018 00:20;25;4,588;241;704,11;0;;;
02 04 2018 00:30;279;4,054;133;0;0;;;
02 04 2018 00:40;247;3,734;826;0;0;;;
02 04 2018 00:50;23;5,132;369;0;0;;;
02 04 2018 01:00;247;5,117;365;0;0;;;
02 04 2018 01:10;192;6,595;844;0;0;;;
02 04 2018 01:20;211;5,48;463;0;0;;;
02 04 2018 01:30;226;6,739;903;0;0;;;
02 04 2018 01:40;217;0,731;116;0;0;;;
02 04 2018 01:50;226;7,29;115;0;0;;;
02 04 2018 02:00;217;8,144;161;0;0;;;
02 04 2018 02:10;233;0,072;109;0;0;;;
02 04 2018 02:20;240;8,185;164;0;0;;;
02 04 2018 02:30;256;1,058;310;0;0;;;
02 04 2018 02:40;248;1,002;28;0;0;;;
02 04 2018 02:50;238;1,001;280;0;0;;;
02 04 2018 03:00;237;0,001;312;0;0;;;
02 04 2018 03:10;236;1,131;337;0;0;;;
02 04 2018 03:20;240;1,13;337;0;0;;;
02 04 2018 03:30;252;1,207;353;0;0;;;
02 04 2018 03:40;25;1,298;36;0;0;;;
02 04 2018 03:50;259;1,141;34;0;0;;;
02 04 2018 04:00;262;1,091;324;0;0;;;
02 04 2018 04:10;269;1,216;354;0;0;;;
02 04 2018 04:20;265;1,103;328;0;0;;;
02 04 2018 04:30;257;0,896;212;0;0;;;
02 04 2018 04:40;257;9,383;239;0;0;;;
02 04 2018 04:50;258;8,958;212;0;0;;;
02 04 2018 05:00;254;8,093;158;0;0;;;
02 04 2018 05:10;266;7,539;128;0;0;;;
02 04 2018 05:20;263;7,238;113;0;0;;;
02 04 2018 05:30;0;0,081;159;0;0;;;
02 04 2018 05:40;0;7,378;120;27,9;0;;;
02 04 2018 05:50;261;6,343;746;783,46;0;;;
02 04 2018 06:00;271;0,713;108;998,62;0;;;
02 04 2018 06:10;269;6,44;783;789,44;0;;;
02 04 2018 06:20;273;6,243;709;316,89;0;;;
02 04 2018 06:30;267;6,624;855;832,78;0;;;
02 04 2018 06:40;256;5,676;521;564,35;0;;;
02 04 2018 06:50;252;5,537;480;496,25;0;;;
02 04 2018 07:00;248;6,137;671;685,8;0;;;
02 04 2018 07:10;257;6,233;706;731,9;0;;;
02 04 2018 07:20;264;6,048;640;68,82;0;;;
02 04 2018 07:30;263;5,751;544;563,71;0;;;
02 04 2018 07:40;262;5,922;599;246,76;0;;;
02 04 2018 07:50;263;5,722;535;505,86;0;;;
02 04 2018 08:00;269;5,634;509;531,87;0;;;
02 04 2018 08:10;265;4,904;313;168,89;0;;;
02 04 2018 08:20;28;5,035;345;0;0;;;
02 04 2018 08:30;272;5,779;553;0;0;;;
02 04 2018 08:40;279;4,919;316;0;0;;;
02 04 2018 08:50;266;4,124;146;0;0;;;
02 04 2018 09:00;251;0,419;159;0;0;;;
02 04 2018 09:10;252;4,15;151;0;0;;;
02 04 2018 09:20;267;5,026;343;0;0;;;
02 04 2018 09:30;268;4,64;252;0;0;;;
02 04 2018 09:40;273;5,028;343;0;0;;;
02 04 2018 09:50;271;4,944;322;0;0;;;
02 04 2018 10:00;280;3,997;127;0;0;;;
02 04 2018 10:10;263;0,499;334;0;0;;;
02 04 2018 10:20;277;4,572;24;0;0;;;
